text;label;augmented_text
Life Begins is a wonderful pre-code film starring some of the best of the era. It is set in the maternity ward of a hospital, particularly in the room for the women expected to have trouble. In it is an older woman, a tough unwed mother (Glenda Farrell), a frail young woman, an Italian woman, and the main character (Loretta Young) who is spending 20 years in prison for murder. Her husband (Eric Linden) is at the hospital at every second aching to know that everything will be okay. Aline MacMahone plays the nurse who is great at her job.<br /><br />This film is highly interesting and entertaining. It isn't terribly shocking in any way, but it is interesting to see such a neglected subject on the silver screen. The acting is brilliant all around. Loretta Young is gorgeous here in her prime. Eric Linden comes out of nowhere and is sincere as can be. His innocence is reminiscent of Michael J. Fox. Glenda Farrell is great as always, a staple of pre-codes and for good reason.;1;Life Menachem begin be a terrific pre - computer code film star some of the best of the era. It is fructify in the maternity mrs. humphrey ward of a infirmary, particularly in the room for the women expected to have trouble. In it is an sometime cleaning lady, a baffling unwed mother (Glenda Farrell ), a frail young woman, an Italian woman, and the main fiber (Loretta Danton true young) who is spending twenty year in prison house for murder. Her hubby (Eric Basswood) embody at the hospital at every second aching to bang that everything will be okay. Aline MacMahone plays the nurse who is nifty at her job. <br /> <br /> This film be highly interesting and nurse. It isn ' t terribly shocking in any way of life, just it is worry to see such a neglected issue on the ag silver screen. The performing constitute bright all just about. Loretta Young embody gorgeous here in her prime. Eric Linden comes kayoed of nowhere and is sincere as throne follow. His sinlessness is remindful of Michael J. Fox. Glenda Farrell is enceinte as e'er, a staple of pre - codes and for good grounds.
Wow this was a movie was completely captivating I could not believe that I started awake so late to watch it but it came on late ounce I started watching I couldn't stop it had a full range of very good cast members wow even Eartha Kitt and Ruby Dee Forrest Whittaker and James Earl Jones and many more well known actors and actresses this was more than a glimpse into history it was eye opening into another part of society that people don't know of and may even be embarrassed to talk about . I've never heard of a book or movie about this before and this is something that black history never addresses only looks down on because they were privleged and mixed race , I highly recommend this movie;1;Wow this be a movie was completely captivating Unity could not believe that I begin awake so tardy to catch it but it came on tardy ounce I startle watching I couldn ' t stop it had a full scope of very practiced cast members wow even Eartha Kitt and Ruby Dee Forrest Whittaker and James Earl Jones and many more than well known actors and actresses this was more than a glimpse into history it be middle opening into another part of society that hoi polloi don ' thyroxin know of and may still cost abash to talk about. I ' ve never hear of a book or movie about this before and this be something that blackened story never addresses only depend downhearted on because they constitute privleged and mixed race, Iodin highly recommend this movie
Artimisia was on late last night. At first I didn't think I would like it, but seeing I didn't feel like sleeping yet and nothing else being on, I continued watching and felt myself intrigued by the young Artimisia, a virgin, pure and passionate. Her romance with the older Tassi envoked recognisable feelings. Even though the film is based on a very romantisised level and not reality, I loved it a lot more than the usual biographys or costume drama's. Great play, great camerashots, great music and texts. I loved it and I want more of it! :-);1;Artimisia was on late last night. At first I didn ' t think One would care it, only consider I didn ' t feel similar sleeping up to now and nothing else being on, 1 continued watching and mat up myself intrigued by the young Artimisia, a virgin, pure and passionate. Her romance with the sure enough Tassi envoked recognizable feelings. Still though the film embody based on a very romantisised horizontal surface and not reality, I loved it a set more than the common biographys or costume drama ' s. Great gaming, great camerashots, great medicine and schoolbook. I love information technology and I want more than of it! : - )
I know this sounds odd coming from someone born almost 15 years after the show stopped airing, but I love this show. I don't know why, but I enjoy watching it. I love Adam the best. The only disappointing thing is that the only place I found to buy the seasons on DVD was in Germany, and that was only the first two seasons. That is disappointing, but that's OK. I'll keep looking online. If anyone has any tips on where to buy the second through 14th seasons, please email me at darkangel_1627@yahoo.com. I already own the first one. The only down side is that the DVDs being from Germany, they only play on my portable DVD player and my computer. Oh well. I still own it!;1;I have sex this sound uneven descend from somebody born almost fifteen years after the show arrest air, but I love this appearance. Ace don ' t know why, but 1 enjoy watch it. I love Adam the best. The only when disappointing matter is that the only place I found to bribe the season on videodisc be in Frg, and that was exclusively the world class two time of year. That is disappointing, but that ' s OK. I ' ll celebrate looking online. If anyone has any tips on where to purchase the 2d through 14th seasons, please email maine at darkangel_1627 @ rube. com. Iodine already own the first one. The alone down side is that the videodisk being from Germany, they only play on my portable videodisk instrumentalist and my information processing system. Buckeye state considerably. I still own information technology!
"I had to endure teen-aged, high school angst and family conflict for almost all of the show. I really do not care about high-school girls fretting about their relationships. I've spent my time in Hell dealing with such issues and I care nothing about fictional teenies going through ""lite"" versions of the horrors I endured. I want science fiction. That's the only reason I'm here. There were a few seconds of science fiction late in the show. We FINALLY see a proto-Cylon. It was good but with one problem. Its red eye-dot would lock onto an object of interest. We all know that Cylon eyedots always scan back and forth, giving the machine a map of the world. The red eye-dot does not ever stop moving back and forth.<br /><br />I really hope the writers fix this abuse before the second episode.";0;"I take to endure teen - maturate, high school angst and family conflict for virtually all of the appearance. Ane genuinely do non care around high - shoal fille fretting astir their relationships. I ' ve spent my sentence in Hell dealing with such issues and I like cypher astir fictional teenies run through with "" lite "" versions of the horror Iodine suffer. Unity need science fabrication. That ' s the only reason I ' mebibyte hither. In that respect were a few second of scientific discipline fabrication late in the show. We FINALLY see a proto - Cylon. It constitute safe only with one problem. Information technology crimson eye - dot would lock onto an object of pursuit. We all know that Cylon eyedots always scan back and forth river, giving the machine a map of the mankind. The red eye - dot does not ever stop moving backward and forth. <br /> <br /> I really hope the writers unsex this vilification before the 2nd instalment."
"I accidently felt on this movie on TV, and I wasn't able to leave it.... It's really an excellent movie which makes people learning about american's history with the Vietnam war, the flower power's time, the racism's fight.... It illustrates the conflict of generation, of political opinion, of race which took place in the 60's....I'm born in 1980 so I didn't know all that stuff before...In france, USA's history is not a priority and that movie really learned me a lot of facts ! By the way, I think all the actors are great; especially Jordana Brewster, Josh Hamilton and Jerry O'Connell. Now I can see this film more then 1 time each day !! It's really great.... what a shame it only appeared on TV not in cinemas...<br /><br />";1;"I accidently mat up on this moving picture show on television receiver, and Iodin wasn ' t capable to go away it. .. . It ' s really an excellent film which makes people learning about american ' s account with the Vietnam war, the flower power ' s time, the racial discrimination ' s fight. .. . Information technology illustrates the conflict of generation, of political opinion, of slipstream which took billet in the 60 ' s. .. . I ' m bear in 1980 so Unity didn ' mt know whole that clobber before. .. In france, us army ' s history is non a priority and that movie real learn me a raft of facts! By the way, I reckon all the actors are gravid; especially Jordana Brewster, Josh Hamilton and Hun Oxygen ' Connell. Straight off Ane give the sack take care this pic more than and so one time each day! ! It ' s genuinely great. .. . what a ignominy information technology only appear on television set non in movie theatre. .. <br /> <bromine / >"
"I was forced to see this because a) I have an 11 year-old girl and b) we had shown her the Bonita Granville Nacy Drew movies from the 1930s, which she thoroughly enjoyed. Personally, I didn't think it was as humorous as the 1930s flicks, but on the other hand, it wasn't the nauseating piece of intelligence-insulting fluff I feared it would be. It was an inoffensive, mildly entertaining movie. Although I'm pleased that they didn't try to ""upgrade"" Nancy to 21st Century ""hipness"" (Veronica Mars holds the title as the Modern Nancy Drew), I do think that they made her a little too bland, that they didn't do enough to develop Nancy Drew - the movie could have been titled ""Jane Doe, Girl Detective"". I have to blame the script: I think each actor did a good job with what they had to work with. I liked Emma Roberts in this role, but they gave her a made-for-TV, not theatrical release, script...";1;"I be force to see this because a) I take in an xi yr - old girl and type b) we let show her the Bonita Granville Nacy John drew movies from the thirties, which she soundly enjoyed. Personally, 1 didn ' t think it be every bit humorous as the thirties flicks, but on the other hand, information technology wasn ' t the nauseating while of intelligence - scornful fluff I feared it would be. Information technology was an inoffensive, mildly entertaining movie. Although I ' m pleased that they didn ' t endeavor to "" upgrade "" Nancy to 21st Century "" hipness "" (Veronica Mars check the form of address as the Modern Nancy Drew ), I do think that they puddle her a piffling too bland, that they didn ' t perform enough to originate Nancy John drew - the motion picture show could have be titled "" Jane Energy department, Lady friend Investigator "". I have to blame the hand: I think each actor did a good job with what they own to ferment with. I wish Emma Henry martyn robert in this role, just they consecrate her a make - for - video, non theatrical release, book. .."
The movie starts quite with an intriguing scene, three people are drinking and making small talk in a bar. All of them are making up a bit outrageous stories. As the movie unfolds, it turns out that the most outrageous story is true. However, beyond that the movie is not very interesting except for the scene in the bar and the scene where main secret is revealed. This revelation happens barely half time into the movie and frankly, not much is left to be seen. The rest of the time director is lingering in a god forsaken Russian village full of pitiful and creepy old ladies. Sure, these are fascinating and a bit shocking images, but admiring them goes on way too long, sacrificing any possible plot or character development. I found this movie as another example of either lousy or lazy movie-making, where instead of trying to make an interesting story, movie makers concentrate on weirdly fascinating imagery and through in a few almost unrelated stories (case in point - meat trader's story) to leave the spectator to figure out all odds and ends. On a surface it has artsy appearance, but in this particular case is nothing more than lack of talent.;0;The film start out quite with an intriguing scene, triplet people live wassail and making small talk in a bar. All of them are making upwards a bit outrageous story. As the movie blossom forth, it turns out that the nearly hideous tale is true. However, beyond that the movie be not very interesting except for the scene in the legal community and the scene where main enigma is revealed. This revealing find barely half meter into the movie and frankly, non much is leave to be seen. The relaxation of the fourth dimension director follow lingering in a god forsaken Russian small town replete of deplorable and creepy old peeress. Sure, these are fascinating and a bit shocking paradigm, but admiring them go on agency besides long, sacrificing any possible plot oregon character development. I found this movie as another example of either icky or faineant motion picture - making, where rather of trying to make an interesting story, movie divine concentrate on weirdly absorbing imagery and done in a few most unrelated stories (case in point - essence trader ' s story) to leave the looker to figure out all betting odds and end. On a surface information technology has artsy visual aspect, but in this picky shell be nothing more than deficiency of gift.
"2 WORDS: Academy Award. Nuff said. This film had everything in it. Comedy to make me laugh, Drama to make me cry and one of the greatest dance scenes to rival Breakin 2: Electric Boogaloo. The acting was tip top of any independant film. Jeremy Earl was in top form long since seen since his stint on the Joan Cusack Show. His lines were executed with dynamite precision and snappy wit last seen in a very young Jimmy Walker. I thought I saw the next emergance of a young Denzel Washington when the line ""My bus!! It's.... Gone"" That was the true turning point of the movie. My Grandmother loved it sooo much that i bought her the DVD and recommended it to her friends. It will bring tears to your eyes and warmth to your heart as you see the white Tony Donato and African American Nathan Davis bond. Through thick( being held up at knife point) and thin( Nathan giving Tony tips on women) the new dynamic duo has arrived and are out to conquer Hollywood.";1;"2 bible: Honorary society Award. Nuff say. This flick had everything in information technology. Funniness to cause pine tree state laugh, Dramatic play to have me cry and one of the greatest dancing scenes to equal Breakin 2: Electric automobile Boogaloo. The acting was tip top of any independant film. Jeremy Earl was in top form long since seen since his stint on the Joan Cusack Show. His lines be perform with dynamite preciseness and snappy humor last see in a very young Jemmy Walker. I think I see the following emergance of a young Denzel Capital when the channel "" My bus! ! Information technology ' entropy. .. . Gone "" That was the dead on target bend point of the picture. My Grandmother loved it sooo much that i purchase her the DVD and urge it to her friends. It will bring bout to your eyes and warmth to your heart as you see the white Tony Donato and African American english Nathan Miles dewey davis jr. bond. Through thick (being hold upwardly at tongue full point) and thin (Nathan giving Tony tips on women) the new dynamic duo has arrived and are out to appropriate Hollywood."
"well, i hated knocked up, i despised 40-year-old virgin, and this little gem is a worthless piece of trash movie. do yourself a favor, and skip it. i admit, i don't like the actors in this movie, and after my 18-year-old son showed me the cover of the DVD, i was like, ""i wouldn't like that movie,"" but at his insistence, i decided to give it a try, unfortunately. <br /><br />about two minutes into the movie i turned it off, i was so offended. it's just disgusting. any decent person would be offended by the filth in this movie. call me old fashioned, but shoving your pussy juice-covered hand into your friend's face so he will know you ""got some"" is over the line of decency, in my opinion. yeah, that's how this putrid little film starts, and i can only imagine it gets much worse from there. another real winner for Mr. Rudd. i bet he's proud as punch. imagine if you could only get worthless roles like he gets, would you stay in movies? despite the pay, i wouldn't. <br /><br />i should have known better; next time i will.";0;"well, 1 detest knocked upward, i despised 40 - year - former virgin, and this little gemstone is a worthless piece of trash movie. manage yourself a favor, and skim it. one admit, i get into ' t like the player in this movie, and after my xviii - year - old boy showed me the cover of the DVD, i was comparable, "" i wouldn ' t like that picture, "" but at his insistence, i decided to give it a try, unfortunately. <br /> <red brigades /> about 2 minute into the movie 1 turned information technology off, unity was so pained. it ' s just sicken. any adequate person would cost offended by the vulgarism in this pic. call maine old forge, but shove your pussy juice - covered hand into your friend ' s brass so he bequeath know you "" have some "" is over the line of decency, in my opinion. yea, that ' s how this putrid little film start, and i rear end only imagine information technology gets much worse from there. another real winner for Mister. Rudd. atomic number 53 play he ' s proud as punch. guess if you could alone flummox worthless part like he stupefy, would you stay in picture show? despite the wage, one wouldn ' tetraiodothyronine. <br /> <br /> i should cause know better; next clip atomic number 53 testament."
"I've seen a lot of Seagal movies, and while most aren't great, or even good, this steamy pile lowered the bar for bad movies.<br /><br />The plot: not sure really. Something about a drug that makes you all crazy and strong or something. Who are the good guys and bad guys? Hard to tell. Most of the movie is cut scenes going back and forth between people in darkly lit rooms complaining about how good Seagals character ""Mashall"" is.<br /><br />Acting: Blows.<br /><br />Voice Dubbing ,,,,,, What was with the horrible voice overdubbing?! Could they of found anyone who sounded any less like Seagal? May as well had Cheech or Chong doing the voice overs, might of at least been entertaining then.<br /><br />This movie is boring, and completely stupid. Avoid it at all costs!!!!";0;"I ' ve view a slew of Seagal movie, and while most aren ' tetraiodothyronine great, or yet good, this steamy pile lowered the ginmill for bad movie. <br /> <br /> The plot: not certain really. Something astir a drug that take a crap you all crazy and potent or something. Who be the good guys and defective guys? Hard to narrate. Most of the motion picture is cut scenes go back and forth between people in darkly literature room complaining about how good Seagals character "" Mashall "" be. <bromine /> <br /> Performing: Shock. <br /> <br /> Voice Dubbing, ,, ,, , What personify with the atrocious voice overdubbing? ! Could they of come up anyone who voice any less like Seagal? Crataegus oxycantha as good bear Cheech surgery Chong do the vocalisation overs, mightiness of at least been toy with so. <br /> <br /> This moving picture be boring, and completely stupid. Avoid it at all costs! !!!"
Soapdish may go down as one of the single most under-rated movies ever made.<br /><br />A stellar, unselfish cast who understood exactly where the movie was going and the roles they played in it. While everyone hammed it up, there was no one-upmanship. Kline showed wit and great physical comedy, Goldberg and Downey knew how to carry on a funny conversation while someone else was talking, I could just go on.<br /><br />Do not pass this movie by!;1;Soapdish may go down as i of the single most under - rated pic ever made. <br /> <red brigades /> Angstrom stellar, unselfish roll who sympathize on the dot where the pic was move and the roles they played in information technology. While everyone hammed information technology up, there comprise no one - upmanship. Kline show wit and great physical comedy, Goldberg and Downey recognise how to behave on a funny conversation while mortal else was talking, I could exactly belong on. <br /> <atomic number 35 /> Bash not pass this movie by!
Oh dear!What a disappointment. I've been watching old Westerns on British TV for decades, and I wasn't aware of this one until its showing yesterday - most other Scott Westerns come around every few years or so and are usually worth watching again.<br /><br />The rich colour and outdoor sets were good, but that's all I can say about this film. I have to agree with most of the other negative comments already made. Several times I felt like turning it off, and finally I did, halfway through, something I hardly ever do.<br /><br />Scott seemed unusually oily in charming the girls, his two sidekicks were annoying and so was the Mexican bandit lad. And I've a feeling the army uniforms were 20 years or so too modern, not that this has bothered makers of many other Westerns.<br /><br />Perhaps it got better in the second half, but I couldn't be bothered to wait and see.;0;Oh dear! What a letdown. I ' ve been check old Westerns on British television set for decades, and Iodine wasn ' t aware of this one until its showing yesterday - well nigh other Robert falcon scott Western sandwich come around every few year beaver state then and are commonly deserving watching again. <br /> <bromine /> The fat color and outdoor sets be good, but that ' s all One can say about this celluloid. I have to agree with most of the former electronegative input already stool. Several times Unity felt comparable move around information technology sour, and finally I fare, halfway through, something Single hardly of all time do. <br /> <atomic number 35 /> Sir walter scott seem unusually oily in charming the girls, his two sidekicks represent annoying and thusly was the Mexican bandit fella. And Iodin ' ve a feeling the army uniforms personify 20 years or so too modern, not that this hold bothered divine of many other Westerns. <br /> <atomic number 35 /> Perhaps information technology got better in the second half, simply Ace couldn ' t live get at to look and see.
"This is one seriously disturbed movie. Even Though the boys deserved some of what they got.....the sadistic gruesome executions were ""slightly"" over the top. The only character showing some conscience early in the hunt was killed off before he could offer some help to the sad plot.<br /><br />At the beginning of the movie, there looked to be some promise of a mediocre affair, but this was just a ploy to lull the viewers into a false sense of security, before the joy of what was to come. <br /><br />The only thing that could have saved the movie for me was if Jack Nicholson had jumped out of the bushes and yelled, ""and, where is the batman?"". Kim Basinger could have screamed. <br /><br />Now that would have been cool!";0;"This is one in earnest upset movie. Even Though the boys merit some of what they got. .. .. the sadistic gruesome executions follow "" somewhat "" over the top. The only persona showing some conscience too soon in the holman hunt was killed off before atomic number 2 could offer some service to the pitiful plot. <br /> <atomic number 35 /> At the start of the picture show, there depend to be some promise of a mediocre affair, but this be exactly a ploy to calm down the spectator into a false mother wit of security, before the joyfulness of what was to come. <br /> <br /> The only thing that could have saved the movie for me be if Labourer Nicholson get jump off knocked out of the dubyuh and yell, "" and, where is the batman? "". Kim Basinger could have screamed. <red brigades /> <brigate rosse /> Today that would hold follow nerveless!"
"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal......<br /><br />And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country......<br /><br />But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting.<br /><br />[Granted, that was Bushie Jr.'s whole campaign, to make us think he was ""just a regular guy"" so we wouldn't care that he's a rich & privileged moron -- but that's a whole other story.]<br /><br />Not only did the film show Lincoln as sort of a simple (almost simple-minded) kind of guy , the film states that Lincoln just sort of got into law by accident, and that he wasn't even that interested in the law - only with the falsely simplistic idea of the law being about rights & wrongs. In the film he's not a very good defense attorney (he lounges around with his feet on the table and makes fun of the witnesses), and the outcome is mostly determined by chance/luck.<br /><br />Furthermore, partly because this was financed by Republicans (in reaction to some play sponsored by Democrats that had come out) and partly because it was just the sentiment of the times, the film is unfortunately religious, racist and conservative.<br /><br />Don't waste your time on this film!";0;"Unity haven ' t read a life story of Lincoln, so possibly this was an exact portrayal. .. .. . <br /> <red brigades /> And maybe information technology ' s because Iodin ' megabyte used to the as alienating and unrealistic worshiping portrayals that by artificial means deify President abraham lincoln as brilliant, ethical, and the saviour of our country. .. .. . <br /> <br /> Only why would they make a moving picture representing Lincoln as a goofball? While William henry Fonda made an excellent Lincoln, his depiction of him as an "" aw straw, I ' molarity just a mere guy cable "" seemed a small insulting. <br /> <brigate rosse /> [Granted, that was Bushie Jr. ' s unharmed campaign, to create u think he was "" simply a steady guy "" so we wouldn ' t care that he ' s a ample & privileged moron - - but that ' s a unanimous former story.] <atomic number 35 /> <atomic number 35 /> Non only did the film appearance Abraham lincoln as sort of a simple (virtually unproblematic - minded) kind of guy, the film state that President lincoln just sorting of have into law by stroke, and that he wasn ' t yet that interested in the police force - just with the falsely simplistic idea of the law being astir right & wrongs. In the picture atomic number 2 ' s not a very safe defence force lawyer (he lounge more or less with his base on the tabular array and make playfulness of the attestor ), and the outcome is mostly determined by fortune / fortune. <br /> <br /> Furthermore, partially because this cost financed by Republicans (in reaction to some turn sponsored by Democrats that had come out) and partly because it be just the sentiment of the times, the film is unfortunately religious, racist and conservative. <atomic number 35 /> <br /> Don ' t godforsaken your clip on this film!"
I got the first Bill and Ted movie for christmas and I had to get the second when I saw it in a store. This one was (I think) just as funny as the first but a much wierder story. It was funny how they had their own personnal hell and how they had to play death. The funny thing was that they played him in stupid little games like clue. The only thing I'd change is Station and Death being in the band but other than that it was great.;1;I get the first Bill and Ted movie for christmas and I had to get the second when I see information technology in a fund. This one was (I think) only as queer as the beginning merely a much wierder fib. Information technology be funny how they had their own personnal inferno and how they experience to playact death. The funny thing was that they played him in stunned little games like clue. The only thing Iodin ' 500 change personify Post and Death being in the band but other than that it was great.
"I can't for the life of me remember why--I must have had a free ticket or something--but I saw this movie in the theater when it was released. I don't remember who I went with, which theater I was in, or even which city. All I remember was how offended I was at this travesty someone dared to call a film, and how half the people in the theater walked out before the movie was over. Unfortunately I stuck it out to end, which I still consider to be one of the worst mistakes of my life thus far. My offense became pure horror when just before the closing credits the smarmy demon child sticks his head out from behind a sign and says ""Look for Problem Child 2, coming soon!"" That was hands-down THE most terrifying moment ever recorded on film.<br /><br />The plot, if I recall correctly, involved John Ritter and perhaps his wife (Lord, how I've tried without success to block this film out of my mind) adopting a ""problem child."" Maybe they think they can reform him, or something. I really don't know. If that was their intent, they fail miserably because from first frame to last this child remains the brattiest, rudest, most horrid demon-spawn ever to hit the big screen. Forget Damian, forget Rosemary's Baby. This kid takes the cake. The only difference is, we are supposed to feel sorry for him because he's a ""problem child."" However, this is impossible since this child is quite likely the most unsympathetic character ever portrayed. You want to kill him through the entire film, and when (SPOILER, like anyone cares) John Ritter decides to keep the vile hell-child you will be yelling ""Send him back!"" in shocked disgust (like several of the people at the theater where I saw it did).<br /><br />This is only the second movie I have given a ""1"" to on the IMDb. The other was Superman IV, and by God I couldn't tell you which was worse. John Ritter had a quote in TV Guide about the time that Problem Child 3, which he was not in, came out. He said something like ""The only way I would do another [Problem Child] sequel is if they dragged my dead body back to perform."" Amen to that!<br /><br />I would rather watch a 24-hour marathon of Police Academy sequels than see even twenty minutes of Problem Child again. 1/10, only because I can't give it a negative score, which is what it really deserves. Someone burn the original negatives of this film, please!";0;"I can ' t for the life of me remember why - - I moldiness have had a free ticket or something - - just Single saw this movie in the dramatics when information technology be exhaust. I don ' t remember world health organization Iodine went with, which theater I was in, or even which metropolis. All Atomic number 53 call back was how offended I be at this sendup someone dared to call a movie, and how one half the hoi polloi in the theater of operations walked come out before the picture show was over. Alas One adhere it out to end, which I even so consider to make up one of the worst mistakes of my life thus far. My offense suit pure repugnance when scarcely before the closedown credits the smarmy devil child sticks his read/write head extinct from behind a signal and order "" Feeling for Problem Child ii, coming soon! "" That was hands - down THE most terrific second ever so record on film. <br /> <br /> The secret plan, if I recall correctly, involved John Ritter and perhaps his wife (Lord, how I ' ve judge without success to block this motion picture out of my mind) assume a "" problem kid. "" Perhaps they think they can straighten out him, or something. I genuinely put on ' t know. If that was their spirit, they flush it miserably because from maiden frame of reference to concluding this child stay the brattiest, rudest, most hideous daimon - spawn always to score the bad filmdom. Forget Damian, forget Rosmarinus officinalis ' s Baby. This shaver ingest the cake. The lonesome difference is, we are supposed to feel sorry for him because he ' s a "" trouble baby. "" Notwithstanding, this be impossible since this child is quite probable the most unkindly character ever so portrayed. You want to kill him through the entire film, and when (mollycoddler, corresponding anyone cares) John the divine Ritter decides to maintain the vile hellhole - child you volition exist yelling "" Send him rearward! "" in shocked disgust (alike several of the people at the theater where I saw it did ). <br /> <br /> This constitute only the 2nd movie I have given a "" i "" to on the IMDb. The former was Superman IV, and by Idol I couldn ' t tell you which was worse. John Ritter deliver a quote in tv set Guide astir the fourth dimension that Problem Child 3, which atomic number 2 was non in, came away. He said something corresponding "" The only direction I would fare another [Problem Nipper] continuation be if they dragged my dead body back to perform. "" Amen to that! <br /> <bromine /> 1 would quite watch a 24 - 60 minutes endurance contest of Police force Honorary society sequels than get a line even twenty moment of Job Child over again. i / tenner, only because Iodine can ' t impart it a negative account, which live what it really deserves. Mortal burn the original negatives of this film, please!"
This animation has a very simple and straightforward good vs. evil plot and is all about action. What sets it apart from other animation is how well the human movements are animated. It was really beautiful seeing the fleeing woman running around on the screen from left to right and look around, her movements were done so well. Why don't they use this rotoscopic technique more these days? It's quite effective.<br /><br />Fire and Ice, in it's prehistoric setting and scarcely dressed women, was clearly devoted to showing the beautiful damsel in distress in various sexy ways, her voluptuous body serving as pure eyecandy. Some may hate this and regard it as yet another moronic male sexual fantasy, others (including plenty of women) will adore it's esthetic quality. I for sure did not mind! Bakshi just loves animating lushious, voluptuous babes, as can also be seen in Cool World, and I don't think he has to apoligize since it's pretty much animation for adults. But I had also enjoyed this animation as a child and I never forgot it.<br /><br />This one was just special, so different from the standard Disney or Anime fare, and for that reason alone well worth the watch since it's possibly Bakshi's finest. For those who like animations with lushious women: try Space Adventure Cobra as well.<br /><br />I give Fire and Ice 8 out of 10.;1;This animation has a really dewy eyed and aboveboard near vs. evil plot and be all about natural action. What sets information technology aside from former animation is how advantageously the human movement are animated. It was real beautiful seeing the fleeing woman running roughly on the screen from entrust to compensate and look about, her movements be done so well. Wherefore father ' deoxythymidine monophosphate they use this rotoscopic proficiency more these days? Information technology ' s quite an good. <br /> <br /> Blast and Frosting, in it ' s prehistoric background and hardly dressed women, be understandably devoted to showing the beautiful demoiselle in distress in several sexy ways, her voluptuous body serve well as pure eyecandy. Some whitethorn hate this and reckon it as yet another moronic male intimate fantasy, others (including plenty of women) volition adore it ' s esthetic quality. I for for certain did not mind! Bakshi exactly loves animize lushious, voluptuous babes, as terminate likewise be picture in Cool World, and 1 get into ' t think he have to apoligize since it ' s somewhat much spiritedness for grownup. But 1 have also enjoyed this vivification as a minor and One never forgot information technology. <br /> <red brigades /> This one be exactly special, and then different from the received Disney surgery Anime fare, and for that reason solely well deserving the vigil since information technology ' s peradventure Bakshi ' s finest. For those who like liveliness with lushious women: try Space Adventure Cobra as well. <br /> <br /> One give Flak and Ice 8 out of x.
